Sample in Buffer	Sample in Window	trig0/data0[0]	trig0/data0[1]	trig0/data0[2]	trig0/data0[3]	trig0/data0[4]	trig0/data0[5]	trig0/data0[6]	trig0/data0[7]	trig0/data0[8]	trig0/data0[9]	trig0/data0[10]	trig0/data0[11]	trig1/data1[0]	trig2/data2[0]	trig2/data2[1]	trig2/data2[2]	trig2/data2[3]	trig2/data2[4]	trig2/data2[5]	trig2/data2[6]	trig2/data2[7]	trig2/data2[8]	trig2/data2[9]	trig2/data2[10]	trig2/data2[11]	trig3/data3[0]	trig3/data3[1]	trig3/data3[2]	trig3/data3[3]	trig3/data3[4]	trig3/data3[5]	trig3/data3[6]	trig3/data3[7]	trig3/data3[8]	trig3/data3[9]	trig3/data3[10]	trig3/data3[11]	rxd	rx_i	rx_q
619	619	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	46	-1	113	
620	620	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	78	25	108	
621	621	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	61	25	108	
622	622	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	53	46	95	
623	623	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	71	46	95	
624	624	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	25	61	78	
625	625	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	70	61	78	
626	626	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	71	53	
627	627	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	63	71	53	
628	628	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	-21	70	25	
629	629	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	49	70	25	
630	630	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	-35	63	1	
631	631	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	32	63	1	
632	632	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	-50	49	-21	
633	633	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	49	-21	
634	634	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	-53	32	-35	
635	635	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	-22	32	-35	
636	636	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	-49	1	-50	
637	637	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	-47	1	-50	
638	638	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	-37	-22	-53	
639	639	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	-67	-22	-53	
640	640	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	-21	-47	-49	
641	641	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	-81	-47	-49	
642	642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	-1	-67	-37	
643	643	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	-90	-67	-37	
644	644	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	23	-81	-21	
645	645	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	-90	-81	-21	
646	646	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	53	-90	-1	
647	647	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	-82	-90	-1	
648	648	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	75	-90	23	
649	649	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-74	-90	23	
650	650	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	96	-82	53	
651	651	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	-50	-82	53	
652	652	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	108	-74	75	
653	653	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	-32	-74	75	
654	654	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	114	-50	96	
655	655	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	-2	-50	96	
656	656	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	111	-32	108	
657	657	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	23	-32	108	
658	658	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	99	-2	114	
659	659	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	44	-2	114	
660	660	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	81	23	111	
661	661	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	63	23	111	
662	662	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	56	44	99	
663	663	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	70	44	99	
664	664	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	28	63	81	
665	665	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	72	63	81	
666	666	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	4	70	56	
667	667	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	67	70	56	
668	668	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-20	72	28	
669	669	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	54	72	28	
670	670	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	-34	67	4	
671	671	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	31	67	4	
672	672	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	-49	54	-20	
673	673	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	7	54	-20	
674	674	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	-54	31	-34	
675	675	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	-20	31	-34	
676	676	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	-47	7	-49	
677	677	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	-44	7	-49	
678	678	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-41	-20	-54	
679	679	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-65	-20	-54	
680	680	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	-21	-44	-47	
681	681	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	-81	-44	-47	
682	682	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-3	-65	-41	
683	683	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	-89	-65	-41	
684	684	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	25	-81	-21	
685	685	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	-90	-81	-21	
686	686	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	50	-89	-3	
687	687	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	-84	-89	-3	
688	688	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	74	-90	25	
689	689	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-72	-90	25	
690	690	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	95	-84	50	
691	691	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	-52	-84	50	
692	692	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	107	-72	74	
693	693	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	-29	-72	74	
694	694	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	113	-52	95	
695	695	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	-4	-52	95	
696	696	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	110	-29	107	
697	697	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	22	-29	107	
698	698	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	96	-4	113	
699	699	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	44	-4	113	
700	700	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	79	22	110	
701	701	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	62	22	110	
702	702	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	54	44	96	
703	703	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	71	44	96	
704	704	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	30	62	79	
705	705	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	73	62	79	
706	706	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	3	71	54	
707	707	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	66	71	54	
708	708	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	-17	73	30	
709	709	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	51	73	30	
710	710	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-37	66	3	
711	711	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	31	66	3	
712	712	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	-49	51	-17	
713	713	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	8	51	-17	
714	714	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	-52	31	-37	
715	715	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	-17	31	-37	
716	716	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-51	8	-49	
717	717	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-42	8	-49	
718	718	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-40	-17	-52	
719	719	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	-64	-17	-52	
720	720	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	-22	-42	-51	
721	721	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	-80	-42	-51	
722	722	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-3	-64	-40	
723	723	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-90	-64	-40	
724	724	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	21	-80	-22	
725	725	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	-90	-80	-22	
726	726	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	51	-90	-3	
727	727	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	-84	-90	-3	
728	728	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	73	-90	21	
729	729	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-70	-90	21	
730	730	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	94	-84	51	
731	731	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	-54	-84	51	
732	732	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	108	-70	73	
733	733	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	-26	-70	73	
734	734	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	113	-54	94	
735	735	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	-2	-54	94	
736	736	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	109	-26	108	
737	737	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	24	-26	108	
738	738	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	97	-2	113	
739	739	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	44	-2	113	
740	740	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	79	24	109	
741	741	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	65	24	109	
742	742	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	53	44	97	
743	743	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	69	44	97	
744	744	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	26	65	79	
745	745	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	72	65	79	
746	746	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	69	53	
747	747	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	66	69	53	
748	748	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-20	72	26	
749	749	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	52	72	26	
750	750	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-36	66	5	
751	751	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	30	66	5	
752	752	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	-47	52	-20	
753	753	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	6	52	-20	
754	754	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	-53	30	-36	
755	755	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	-20	30	-36	
756	756	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	-49	6	-47	
757	757	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	-44	6	-47	
758	758	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-42	-20	-53	
759	759	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	-63	-20	-53	
760	760	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	-21	-44	-49	
761	761	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	-79	-44	-49	
762	762	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	-1	-63	-42	
763	763	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	-89	-63	-42	
764	764	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	25	-79	-21	
765	765	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	-90	-79	-21	
766	766	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	48	-89	-1	
767	767	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	-86	-89	-1	
768	768	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	72	-90	25	
769	769	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-72	-90	25	
770	770	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	94	-86	48	
771	771	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	-53	-86	48	
772	772	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	107	-72	72	
773	773	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	-31	-72	72	
774	774	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	114	-53	94	
775	775	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	-6	-53	94	
